fighter,date,event,avg_kd,avg_sig_str_landed,avg_sig_str_att,avg_total_str_landed,avg_total_str_att,avg_td_landed,avg_td_att,avg_sub_att,avg_ctrl_seconds,avg_head_landed,avg_body_landed,avg_leg_landed,avg_distance_landed,avg_clinch_landed,avg_ground_landed,weight_class,result,style
Junior Dos Santos,2018-12-01,UFC Fight Night: Dos Santos vs. Tuivasa,0.0,13.25,24.5,13.25,24.5,0.0,0.0,0.0,0.5,5.0,6.5,1.75,13.25,0.0,0.0,Heavyweight,W,Mixed
Kyle Nelson,2018-12-08,UFC 231: Holloway vs. Ortega,,,,,,,,,,,,,,,,Lightweight,L,Mixed
Eryk Anders,2018-12-08,UFC 231: Holloway vs. Ortega,0.2,10.4,19.0,13.6,22.8,0.6,1.2,0.0,58.2,6.8,3.2,0.4,4.4,3.8,2.2,Middleweight,L,Mixed
Elias Theodorou,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,19.428571428571427,59.57142857142857,25.857142857142858,67.0,0.0,0.42857142857142855,0.0,21.571428571428573,5.142857142857143,8.142857142857142,6.142857142857143,14.285714285714286,5.0,0.14285714285714285,Middleweight,W,Muay_Thai
Jessica Eye,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,12.666666666666666,43.333333333333336,18.5,50.0,0.0,0.16666666666666666,1.0,20.5,9.0,2.0,1.6666666666666667,10.666666666666666,1.6666666666666667,0.3333333333333333,Women's Flyweight,W,Mixed
Katlyn Cerminara,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,16.6,65.8,21.0,70.2,0.0,1.0,0.0,1.4,8.8,4.2,3.6,16.2,0.4,0.0,Women's Flyweight,L,Mixed
Dhiego Lima,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,4.25,11.5,4.75,12.0,0.0,0.25,0.0,0.5,3.25,0.25,0.75,3.0,0.75,0.5,Welterweight,W,Mixed
Chad Laprise,2018-12-08,UFC 231: Holloway vs. Ortega,0.2857142857142857,20.857142857142858,45.57142857142857,25.142857142857142,50.57142857142857,0.2857142857142857,0.42857142857142855,0.0,35.714285714285715,12.714285714285714,4.0,4.142857142857143,16.428571428571427,0.8571428571428571,3.5714285714285716,Welterweight,L,Sniper
Aleksandar Rakic,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,20.5,38.0,40.5,58.5,0.5,0.5,0.0,130.0,14.5,1.0,5.0,9.0,0.0,11.5,Light Heavyweight,W,Mixed
Diego Ferreira,2018-12-08,UFC 231: Holloway vs. Ortega,0.3333333333333333,22.666666666666668,55.666666666666664,24.0,57.0,0.0,1.0,0.0,32.0,16.0,4.0,2.6666666666666665,15.333333333333334,2.0,5.333333333333333,Lightweight,W,Striker
Devin Clark,2018-12-08,UFC 231: Holloway vs. Ortega,0.2,12.0,22.4,35.8,49.2,1.0,1.6,0.2,144.0,6.2,3.2,2.6,6.0,3.2,2.8,Light Heavyweight,L,Mixed
Kyle Bochniak,2018-12-08,UFC 231: Holloway vs. Ortega,0.2,10.4,30.4,11.4,31.4,0.6,1.8,0.0,39.6,6.0,2.2,2.2,9.6,0.2,0.6,Featherweight,L,Mixed
Joanna Jedrzejczyk,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,20.88888888888889,48.77777777777778,25.0,53.0,0.0,0.0,0.0,41.44444444444444,8.0,5.333333333333333,7.555555555555555,15.0,5.0,0.8888888888888888,UFC Women's Flyweight Title,L,Muay_Thai
Alex Oliveira,2018-12-08,UFC 231: Holloway vs. Ortega,0.23076923076923078,12.23076923076923,23.923076923076923,18.0,30.692307692307693,0.7692307692307693,2.6153846153846154,0.23076923076923078,109.15384615384616,6.846153846153846,3.5384615384615383,1.8461538461538463,5.615384615384615,6.076923076923077,0.5384615384615384,Welterweight,L,Mixed
Thiago Santos,2018-12-08,UFC 231: Holloway vs. Ortega,0.46153846153846156,18.153846153846153,37.23076923076923,21.846153846153847,41.23076923076923,0.15384615384615385,0.38461538461538464,0.0,50.07692307692308,10.23076923076923,4.6923076923076925,3.230769230769231,8.692307692307692,2.1538461538461537,7.3076923076923075,Light Heavyweight,W,Mixed
Brad Katona,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,35.0,55.0,35.0,55.0,0.0,1.0,0.0,0.0,12.0,7.0,16.0,35.0,0.0,0.0,Bantamweight,W,Sniper
Matthew Lopez,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,18.2,32.2,24.6,39.0,1.2,1.4,0.6,80.8,13.4,3.4,1.4,9.2,0.4,8.6,Bantamweight,L,Mixed
Hakeem Dawodu,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,10.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,10.0,0.0,0.0,Featherweight,W,Mixed
Valentina Shevchenko,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,16.333333333333332,27.333333333333332,31.5,42.666666666666664,1.0,1.0,0.0,103.33333333333333,10.0,3.3333333333333335,3.0,7.5,2.0,6.833333333333333,UFC Women's Flyweight Title,W,Mixed
Max Holloway,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,19.125,51.0,20.25,52.375,0.0,0.0,0.0,21.375,11.625,4.875,2.625,18.125,0.875,0.125,UFC Featherweight Title,W,Mixed
Gunnar Nelson,2018-12-08,UFC 231: Holloway vs. Ortega,0.2,7.8,12.2,14.4,19.6,0.6,0.8,0.2,93.2,6.8,0.8,0.2,4.2,0.2,3.4,Welterweight,W,Mixed
Jimi Manuwa,2018-12-08,UFC 231: Holloway vs. Ortega,0.16666666666666666,8.0,18.5,9.833333333333334,20.833333333333332,0.0,0.8333333333333334,0.16666666666666666,39.0,1.3333333333333333,2.8333333333333335,3.8333333333333335,4.166666666666667,3.8333333333333335,0.0,Light Heavyweight,L,Mixed
Nina Nunes,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,31.75,65.0,37.75,72.0,0.25,0.5,0.0,38.5,19.5,5.25,7.0,25.75,4.75,1.25,Women's Strawweight,W,Sniper
Gilbert Burns,2018-12-08,UFC 231: Holloway vs. Ortega,0.0,14.428571428571429,33.285714285714285,16.714285714285715,36.0,1.0,1.8571428571428572,0.14285714285714285,43.714285714285715,8.0,3.2857142857142856,3.142857142857143,11.0,2.142857142857143,1.2857142857142858,Lightweight,W,Mixed
Olivier Aubin-Mercier,2018-12-08,UFC 231: Holloway vs. Ortega,0.125,14.375,25.125,23.25,35.125,0.75,2.25,0.0,91.75,8.75,3.125,2.5,9.125,3.875,1.375,Lightweight,L,Mixed
Brian Ortega,2018-12-08,UFC 231: Holloway vs. Ortega,0.16666666666666666,13.833333333333334,46.5,15.833333333333334,48.833333333333336,0.0,0.0,0.3333333333333333,17.833333333333332,9.833333333333334,3.0,1.0,11.166666666666666,1.5,1.1666666666666667,UFC Featherweight Title,L,Mixed
Claudia Gadelha,2018-12-08,UFC 231: Holloway vs. Ortega,0.16666666666666666,16.666666666666668,43.0,23.333333333333332,51.166666666666664,1.0,1.5,0.5,74.5,15.166666666666666,1.3333333333333333,0.16666666666666666,13.333333333333334,2.3333333333333335,1.0,Women's Strawweight,L,Mixed
Juan Adams,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,,,,,,,,,,,,,,,,Heavyweight,W,Mixed
Sergio Pettis,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.125,17.875,49.5,27.375,59.75,0.5,0.75,0.0,38.5,15.125,1.125,1.625,15.0,0.375,2.5,Bantamweight,L,Mixed
Dwight Grant,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,,,,,,,,,,,,,,,,Welterweight,L,Mixed
Dan Hooker,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.375,14.5,29.625,18.5,33.625,0.125,0.375,0.25,24.75,8.0,2.125,4.375,13.5,0.5,0.5,Lightweight,L,Mixed
Jim Miller,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,12.916666666666666,29.583333333333332,18.333333333333332,35.833333333333336,0.5833333333333334,1.0833333333333333,0.25,59.0,7.666666666666667,2.9166666666666665,2.3333333333333335,9.75,1.1666666666666667,2.0,Lightweight,L,Mixed
Mike Rodriguez,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,14.0,24.0,26.0,37.0,0.0,0.0,0.0,19.0,6.0,7.0,1.0,4.0,10.0,0.0,Light Heavyweight,W,Muay_Thai
Edson Barboza,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,16.875,37.25,17.375,38.0,0.125,0.25,0.0,10.375,6.625,6.875,3.375,16.5,0.0,0.375,Lightweight,W,Mixed
Rob Font,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.14285714285714285,21.571428571428573,56.42857142857143,24.714285714285715,60.0,0.42857142857142855,1.7142857142857142,0.42857142857142855,41.714285714285715,15.142857142857142,4.285714285714286,2.142857142857143,18.142857142857142,1.0,2.4285714285714284,Bantamweight,W,Sniper
Jordan Griffin,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,,,,,,,,,,,,,,,,Featherweight,L,Mixed
Trevor Smith,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,12.4,28.0,26.8,43.8,0.6,1.8,0.2,158.4,7.6,2.6,2.2,5.8,4.4,2.2,Middleweight,L,Mixed
Charles Oliveira,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.1111111111111111,11.666666666666666,20.88888888888889,15.444444444444445,25.11111111111111,1.0,2.111111111111111,0.7777777777777778,77.0,6.111111111111111,3.4444444444444446,2.111111111111111,5.666666666666667,2.3333333333333335,3.6666666666666665,Lightweight,W,Mixed
Chris de la Rocha,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,15.333333333333334,42.0,19.0,46.333333333333336,0.6666666666666666,2.6666666666666665,0.3333333333333333,82.0,12.0,2.3333333333333335,1.0,10.0,4.333333333333333,1.0,Heavyweight,L,Mixed
Dan Ige,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,15.0,28.5,17.0,31.5,1.0,3.5,0.0,36.0,12.5,1.0,1.5,3.0,1.5,10.5,Featherweight,W,Mixed
Zak Cummings,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.3333333333333333,12.5,40.166666666666664,16.166666666666668,44.166666666666664,0.16666666666666666,0.3333333333333333,0.5,19.666666666666668,9.0,1.1666666666666667,2.3333333333333335,9.333333333333334,2.6666666666666665,0.5,Middleweight,W,Mixed
Zak Ottow,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.3333333333333333,12.166666666666666,28.666666666666668,20.0,37.666666666666664,0.16666666666666666,0.3333333333333333,0.16666666666666666,44.333333333333336,7.666666666666667,1.5,3.0,9.166666666666666,0.3333333333333333,2.6666666666666665,Welterweight,W,Mixed
Jared Gordon,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,15.0,40.333333333333336,20.333333333333332,49.0,0.6666666666666666,1.0,0.0,36.666666666666664,10.0,2.3333333333333335,2.6666666666666665,14.333333333333334,0.6666666666666666,0.0,Lightweight,L,Mixed
Jack Hermansson,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,17.833333333333332,36.666666666666664,24.833333333333332,44.166666666666664,0.8333333333333334,1.3333333333333333,0.0,68.0,12.333333333333334,1.3333333333333333,4.166666666666667,7.333333333333333,0.6666666666666666,9.833333333333334,Middleweight,W,Mixed
King Green,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,23.0,40.5,26.5,44.5,0.25,2.0,0.0,43.25,8.25,6.25,8.5,14.75,8.25,0.0,Lightweight,L,Muay_Thai
Joaquim Silva,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.25,9.25,23.5,12.25,27.75,0.0,0.25,0.0,3.0,8.0,1.0,0.25,6.5,0.5,2.25,Lightweight,W,Mixed
Al Iaquinta,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.5,11.25,38.0,11.5,38.25,0.25,1.75,0.0,4.75,6.25,2.0,3.0,10.25,0.5,0.5,Lightweight,W,Mixed
Kevin Lee,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,19.2,41.8,27.3,50.6,1.0,2.2,0.4,116.4,14.7,4.1,0.4,7.6,1.8,9.8,Lightweight,L,Mixed
Adam Milstead,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,17.666666666666668,38.0,19.666666666666668,40.666666666666664,0.0,0.0,0.0,4.333333333333333,14.333333333333334,2.0,1.3333333333333333,14.333333333333334,2.6666666666666665,0.6666666666666666,Light Heavyweight,L,Mixed
Gerald Meerschaert,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,11.4,24.8,15.4,29.4,0.4,1.4,0.4,33.0,9.6,1.4,0.4,7.8,1.4,2.2,Middleweight,L,Mixed
Drakkar Klose,2018-12-15,UFC Fight Night: Lee vs. Iaquinta,0.0,17.0,28.5,28.25,41.75,0.75,1.0,0.0,99.75,6.25,7.25,3.5,6.75,8.75,1.5,Lightweight,W,Muay_Thai
Brian Kelleher,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,11.8,30.2,18.8,38.4,0.2,1.0,0.4,54.2,6.2,2.6,3.0,8.8,2.0,1.0,Bantamweight,L,Mixed
Alexander Volkanovski,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.6,26.8,43.4,30.4,47.6,1.4,3.0,0.6,145.8,18.4,3.0,5.4,10.2,5.0,11.6,Featherweight,W,Striker
Andrei Arlovski,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.09090909090909091,16.545454545454547,31.181818181818183,20.363636363636363,35.54545454545455,0.2727272727272727,0.36363636363636365,0.0,27.363636363636363,9.818181818181818,3.272727272727273,3.4545454545454546,11.090909090909092,4.363636363636363,1.0909090909090908,Heavyweight,L,Mixed
Chad Mendes,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.75,16.0,26.0,17.5,27.5,0.75,1.0,0.0,43.0,13.5,0.25,2.25,5.75,1.5,8.75,Featherweight,L,Mixed
Alexander Gustafsson,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,12.0,32.75,15.25,36.0,0.25,0.75,0.0,35.5,8.5,1.25,2.25,9.25,0.75,2.0,UFC Light Heavyweight Title,L,Mixed
Jon Jones,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,24.0,49.0,25.0,50.0,0.3333333333333333,1.0,0.0,11.333333333333334,7.333333333333333,9.666666666666666,7.0,20.333333333333332,3.6666666666666665,0.0,UFC Light Heavyweight Title,W,Muay_Thai
Nathaniel Wood,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,24.0,73.0,24.0,73.0,0.0,0.0,0.0,0.0,14.0,1.0,9.0,24.0,0.0,0.0,Bantamweight,W,Sniper
Montel Jackson,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,10.0,35.0,18.0,43.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,6.0,4.0,0.0,Bantamweight,W,Mixed
Walt Harris,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.2857142857142857,15.714285714285714,34.857142857142854,19.714285714285715,39.42857142857143,0.14285714285714285,0.14285714285714285,0.0,30.857142857142858,11.571428571428571,2.5714285714285716,1.5714285714285714,8.142857142857142,1.4285714285714286,6.142857142857143,Heavyweight,L,Mixed
Megan Anderson,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,15.0,31.0,21.0,38.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,8.0,7.0,0.0,Women's Featherweight,W,Mixed
Amanda Nunes,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.2857142857142857,25.857142857142858,45.714285714285715,28.428571428571427,49.142857142857146,0.2857142857142857,0.2857142857142857,0.2857142857142857,16.714285714285715,15.571428571428571,3.7142857142857144,6.571428571428571,21.571428571428573,0.7142857142857143,3.5714285714285716,UFC Women's Featherweight Title,W,Mixed
Cristiane Justino,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.2,30.4,48.8,36.4,55.4,0.4,0.6,0.0,59.2,18.2,9.4,2.8,15.6,9.4,5.4,UFC Women's Featherweight Title,L,Muay_Thai
Cat Zingano,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,11.25,21.75,15.0,25.5,0.75,2.0,0.0,37.75,4.5,4.0,2.75,6.5,3.0,1.75,Women's Featherweight,L,Mixed
Andre Ewell,2018-12-29,UFC 232: Jones vs. Gustafsson 2,1.0,4.0,9.0,7.0,13.0,1.0,1.0,0.0,28.0,4.0,0.0,0.0,3.0,0.0,1.0,Bantamweight,L,Mixed
Uriah Hall,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.1111111111111111,14.0,25.22222222222222,16.666666666666668,27.88888888888889,0.1111111111111111,0.1111111111111111,0.1111111111111111,15.555555555555555,7.555555555555555,2.5555555555555554,3.888888888888889,11.444444444444445,0.2222222222222222,2.3333333333333335,Middleweight,W,Mixed
Ilir Latifi,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.6666666666666666,8.666666666666666,16.5,10.0,17.833333333333332,0.3333333333333333,2.0,0.16666666666666666,47.833333333333336,4.833333333333333,1.8333333333333333,2.0,6.0,1.5,1.1666666666666667,Light Heavyweight,L,Mixed
BJ Penn,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,13.0,30.5,17.0,35.5,0.0,0.0,0.0,17.0,11.5,1.5,0.0,10.5,2.5,0.0,Lightweight,L,Mixed
Corey Anderson,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,25.5,57.6,32.8,66.5,1.4,3.2,0.0,92.6,19.4,4.0,2.1,16.8,3.5,5.2,Light Heavyweight,W,Mixed
Bevon Lewis,2018-12-29,UFC 232: Jones vs. Gustafsson 2,,,,,,,,,,,,,,,,Middleweight,L,Mixed
Petr Yan,2018-12-29,UFC 232: Jones vs. Gustafsson 2,1.0,23.0,46.5,28.0,53.0,0.0,0.0,0.0,2.0,16.5,5.5,1.0,15.5,5.0,2.5,Bantamweight,W,Striker
Ryan Hall,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,9.5,23.0,39.0,56.0,0.0,0.5,0.5,135.5,3.0,4.0,2.5,6.5,0.5,2.5,Lightweight,W,Mixed
Douglas Silva de Andrade,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,18.5,47.5,19.25,48.25,0.5,0.75,0.0,7.25,8.25,3.5,6.75,17.75,0.5,0.25,Bantamweight,L,Mixed
Carlos Condit,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,13.6,40.0,19.8,46.6,0.0,0.0,0.2,29.6,4.6,3.2,5.8,11.8,1.6,0.2,Welterweight,L,Mixed
Siyar Bahadurzada,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,18.333333333333332,31.666666666666668,30.333333333333332,44.333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,65.66666666666667,12.666666666666666,5.0,0.6666666666666666,7.333333333333333,7.333333333333333,3.6666666666666665,Welterweight,L,Muay_Thai
Curtis Millender,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.5,17.5,34.5,17.5,34.5,0.0,0.0,0.0,5.5,9.0,5.0,3.5,16.0,0.0,1.5,Welterweight,W,Mixed
Michael Chiesa,2018-12-29,UFC 232: Jones vs. Gustafsson 2,0.0,10.0,24.4,18.2,34.0,1.2,2.6,0.0,79.0,6.4,2.6,1.0,5.8,1.8,2.4,Welterweight,W,Mixed
Henry Cejudo,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.125,15.5,36.375,25.5,47.125,1.0,2.25,0.0,81.5,7.5,6.125,1.875,8.125,4.875,2.5,UFC Flyweight Title,W,Muay_Thai
Gregor Gillespie,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.4,17.2,33.0,23.8,40.8,2.0,4.8,0.2,179.0,15.8,0.4,1.0,7.8,1.0,8.4,Lightweight,W,Mixed
Joanne Wood,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.16666666666666666,16.0,31.166666666666668,29.333333333333332,47.833333333333336,0.16666666666666666,0.16666666666666666,0.3333333333333333,73.0,6.833333333333333,3.1666666666666665,6.0,11.666666666666666,1.6666666666666667,2.6666666666666665,Women's Flyweight,W,Mixed
Greg Hardy,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,,,,,,,,,,,,,,,,Heavyweight,L,Mixed
Dustin Ortiz,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.25,8.25,22.625,28.0,44.5,0.875,2.5,0.0,106.5,4.125,2.625,1.5,3.75,1.875,2.625,Flyweight,L,Mixed
Cory Sandhagen,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,46.0,82.5,63.0,101.5,0.5,0.5,0.0,135.0,34.5,8.0,3.5,16.0,4.0,26.0,Bantamweight,W,Muay_Thai
Glover Teixeira,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.125,11.25,23.375,16.625,30.0,0.75,1.25,0.375,56.125,9.875,1.25,0.125,7.125,0.875,3.25,Light Heavyweight,W,Mixed
TJ Dillashaw,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.3333333333333333,22.333333333333332,61.666666666666664,32.666666666666664,72.83333333333333,0.16666666666666666,0.6666666666666666,0.0,39.0,13.833333333333334,4.333333333333333,4.166666666666667,15.833333333333334,3.8333333333333335,2.6666666666666665,UFC Flyweight Title,L,Striker
Belal Muhammad,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,19.571428571428573,48.42857142857143,21.571428571428573,50.57142857142857,0.14285714285714285,1.1428571428571428,0.0,17.428571428571427,10.0,2.142857142857143,7.428571428571429,18.714285714285715,0.5714285714285714,0.2857142857142857,Welterweight,L,Sniper
Geoff Neal,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.5,25.5,50.5,27.5,52.5,0.0,0.0,0.5,37.5,22.5,2.0,1.0,21.5,0.5,3.5,Welterweight,W,Striker
Te Edwards,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,5.0,15.0,6.0,16.0,1.0,1.0,0.0,227.0,4.0,1.0,0.0,5.0,0.0,0.0,Lightweight,L,Mixed
Karl Roberson,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,12.0,20.333333333333332,18.666666666666668,29.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,30.666666666666668,7.0,3.6666666666666665,1.3333333333333333,5.333333333333333,5.333333333333333,1.3333333333333333,Light Heavyweight,L,Mixed
Dennis Bermudez,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,19.571428571428573,39.57142857142857,27.428571428571427,48.0,0.42857142857142855,2.7142857142857144,0.0,99.14285714285714,11.0,4.285714285714286,4.285714285714286,13.428571428571429,2.857142857142857,3.2857142857142856,Lightweight,W,Mixed
Chance Rencountre,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,7.0,51.0,7.0,51.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,7.0,0.0,0.0,Welterweight,W,Mixed
Alonzo Menifield,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,,,,,,,,,,,,,,,,Light Heavyweight,W,Mixed
Kyle Stewart,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,,,,,,,,,,,,,,,,Welterweight,L,Mixed
Mario Bautista,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,,,,,,,,,,,,,,,,Bantamweight,L,Mixed
Yancy Medeiros,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.14285714285714285,17.857142857142858,53.142857142857146,18.714285714285715,54.285714285714285,0.0,0.14285714285714285,0.0,22.142857142857142,11.285714285714286,4.142857142857143,2.4285714285714284,15.285714285714286,2.2857142857142856,0.2857142857142857,Lightweight,L,Mixed
Rachael Ostovich,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,9.5,29.0,10.5,30.0,0.5,0.5,0.5,18.0,5.0,2.5,2.0,9.0,0.5,0.0,Women's Flyweight,L,Mixed
Alexander Hernandez,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.5,11.5,25.0,17.5,31.0,0.5,2.0,0.0,68.0,5.5,6.0,0.0,5.5,5.0,1.0,Lightweight,L,Muay_Thai
Ariane da Silva,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,,,,,,,,,,,,,,,,Women's Flyweight,L,Mixed
Donald Cerrone,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.21428571428571427,16.0,32.357142857142854,19.642857142857142,36.57142857142857,0.42857142857142855,1.1428571428571428,0.42857142857142855,52.285714285714285,6.5,5.142857142857143,4.357142857142857,13.857142857142858,1.5714285714285714,0.5714285714285714,Lightweight,W,Mixed
Paige VanZant,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,13.0,29.666666666666668,28.333333333333332,46.833333333333336,0.3333333333333333,1.0,0.0,53.833333333333336,6.0,4.5,2.5,5.666666666666667,6.166666666666667,1.1666666666666667,Women's Flyweight,W,Mixed
Joseph Benavidez,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,22.666666666666668,54.333333333333336,26.833333333333332,58.666666666666664,0.6666666666666666,1.8333333333333333,0.0,62.666666666666664,11.833333333333334,6.0,4.833333333333333,16.333333333333332,3.0,3.3333333333333335,Flyweight,W,Muay_Thai
Allen Crowder,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,0.0,15.0,38.0,17.0,41.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,13.0,2.0,0.0,Heavyweight,W,Mixed
Vinicius Moreira,2019-01-19,UFC Fight Night: Cejudo vs. Dillashaw,,,,,,,,,,,,,,,,Light Heavyweight,L,Mixed
Demian Maia,2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,0.0,9.333333333333334,16.444444444444443,26.333333333333332,37.111111111111114,0.7777777777777778,2.5555555555555554,0.2222222222222222,156.33333333333334,9.222222222222221,0.1111111111111111,0.0,4.222222222222222,0.7777777777777778,4.333333333333333,Welterweight,W,Mixed
Anthony Hernandez,2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,,,,,,,,,,,,,,,,Middleweight,L,Mixed
Junior Albini,2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,0.3333333333333333,16.666666666666668,31.0,21.0,35.333333333333336,0.3333333333333333,0.3333333333333333,0.0,27.0,10.666666666666666,5.333333333333333,0.6666666666666666,11.0,5.0,0.6666666666666666,Heavyweight,L,Muay_Thai
Rogerio Bontorin,2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,,,,,,,,,,,,,,,,Flyweight,W,Mixed
Markus Perez,2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,0.0,8.666666666666666,17.333333333333332,14.333333333333334,25.0,1.0,1.3333333333333333,1.0,81.0,3.6666666666666665,4.0,1.0,4.0,3.3333333333333335,1.3333333333333333,Middleweight,W,Mixed
Lyman Good,2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,0.3333333333333333,21.666666666666668,43.0,25.666666666666668,47.333333333333336,0.3333333333333333,0.3333333333333333,0.0,13.0,16.666666666666668,2.6666666666666665,2.3333333333333335,14.333333333333334,6.0,1.3333333333333333,Welterweight,L,Striker
Said Nurmagomedov,2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,0.0,21.0,36.0,21.0,36.0,0.0,3.0,0.0,18.0,10.0,5.0,6.0,13.0,8.0,0.0,Bantamweight,W,Muay_Thai
Jairzinho Rozenstruik,2019-02-02,UFC Fight Night: Assuncao vs. Moraes 2,,,,,,,,,,,,,,,,Heavyweight,W,Mixed
